"","algorithm","iomode","image","nthreads","imsize","user","real","sys"
"6142","omp","withoutIO","seahorse",1,2048,6.44,6.443,0
"6143","omp","withoutIO","seahorse",1,2048,6.396,6.397,0
"6144","omp","withoutIO","seahorse",1,2048,6.42,6.423,0
"6145","omp","withoutIO","seahorse",1,2048,6.428,6.43,0
"6146","omp","withoutIO","seahorse",1,2048,6.396,6.397,0
"6147","omp","withoutIO","seahorse",1,2048,6.456,6.458,0
"6148","omp","withoutIO","seahorse",1,2048,6.404,6.407,0
"6149","omp","withoutIO","seahorse",1,2048,6.392,6.393,0
"6150","omp","withoutIO","seahorse",1,2048,6.412,6.415,0
"6151","omp","withoutIO","seahorse",1,2048,6.4,6.402,0
"6152","omp","withoutIO","seahorse",1,2048,6.408,6.412,0
"6153","omp","withoutIO","seahorse",1,2048,6.432,6.435,0
"6154","omp","withoutIO","seahorse",1,2048,6.456,6.458,0
"6155","omp","withoutIO","seahorse",1,2048,6.384,6.384,0
"6156","omp","withoutIO","seahorse",1,2048,6.42,6.424,0
"6157","omp","withoutIO","seahorse",1,2048,6.464,6.466,0
"6158","omp","withoutIO","seahorse",1,2048,6.436,6.44,0
"6159","omp","withoutIO","seahorse",1,2048,6.372,6.373,0
"6160","omp","withoutIO","seahorse",1,2048,6.464,6.466,0
"6161","omp","withoutIO","seahorse",1,4096,25.712,25.713,0
"6162","omp","withoutIO","seahorse",1,4096,25.932,25.937,0
"6163","omp","withoutIO","seahorse",1,4096,25.692,25.695,0
"6164","omp","withoutIO","seahorse",1,4096,25.672,25.675,0
"6165","omp","withoutIO","seahorse",1,4096,25.74,25.743,0
"6166","omp","withoutIO","seahorse",1,4096,25.64,25.645,0
"6167","omp","withoutIO","seahorse",1,4096,25.548,25.552,0
"6168","omp","withoutIO","seahorse",1,4096,25.864,25.867,0
"6169","omp","withoutIO","seahorse",1,4096,25.8,25.804,0
"6170","omp","withoutIO","seahorse",1,4096,25.668,25.672,0
"6171","omp","withoutIO","seahorse",1,4096,25.692,25.693,0
"6172","omp","withoutIO","seahorse",1,4096,25.704,25.706,0
"6173","omp","withoutIO","seahorse",1,4096,25.6,25.604,0
"6174","omp","withoutIO","seahorse",1,4096,25.592,25.594,0
"6175","omp","withoutIO","seahorse",1,4096,25.48,25.481,0
"6176","omp","withoutIO","seahorse",1,4096,25.48,25.483,0
"6177","omp","withoutIO","seahorse",1,4096,25.528,25.532,0
"6178","omp","withoutIO","seahorse",1,4096,25.524,25.529,0
"6179","omp","withoutIO","seahorse",1,4096,25.612,25.616,0
"6180","omp","withoutIO","seahorse",1,4096,25.492,25.496,0
"6181","omp","withoutIO","seahorse",1,8192,101.836,101.842,0
"6182","omp","withoutIO","seahorse",1,8192,102.3,102.305,0
"6183","omp","withoutIO","seahorse",1,8192,102.328,102.333,0
"6184","omp","withoutIO","seahorse",1,8192,102.392,102.396,0
"6185","omp","withoutIO","seahorse",1,8192,102.156,102.161,0
"6186","omp","withoutIO","seahorse",1,8192,102.484,102.489,0
"6187","omp","withoutIO","seahorse",1,8192,102.592,102.597,0
"6188","omp","withoutIO","seahorse",1,8192,103.16,103.164,0
"6189","omp","withoutIO","seahorse",1,8192,102.74,102.744,0
"6190","omp","withoutIO","seahorse",1,8192,102.464,102.47,0
"6191","omp","withoutIO","seahorse",1,8192,102.612,102.618,0
"6192","omp","withoutIO","seahorse",1,8192,102.036,102.042,0
"6193","omp","withoutIO","seahorse",1,8192,102.812,102.815,0
"6194","omp","withoutIO","seahorse",1,8192,102.32,102.327,0
"6195","omp","withoutIO","seahorse",1,8192,102.112,102.119,0
"6196","omp","withoutIO","seahorse",1,8192,102.376,102.382,0
"6197","omp","withoutIO","seahorse",1,8192,102.436,102.443,0
"6198","omp","withoutIO","seahorse",1,8192,102.336,102.339,0
"6199","omp","withoutIO","seahorse",1,8192,102.204,102.21,0
"6200","omp","withoutIO","seahorse",1,8192,101.616,101.623,0
"6201","omp","withoutIO","seahorse",2,16,0,0.001,0
"6202","omp","withoutIO","seahorse",2,16,0,0.001,0
"6203","omp","withoutIO","seahorse",2,16,0,0.001,0
"6204","omp","withoutIO","seahorse",2,16,0,0.001,0
"6205","omp","withoutIO","seahorse",2,16,0,0.001,0
"6206","omp","withoutIO","seahorse",2,16,0,0.001,0
"6207","omp","withoutIO","seahorse",2,16,0,0.001,0
"6208","omp","withoutIO","seahorse",2,16,0,0.001,0
"6209","omp","withoutIO","seahorse",2,16,0,0.001,0
"6210","omp","withoutIO","seahorse",2,16,0,0.001,0
"6211","omp","withoutIO","seahorse",2,16,0,0.001,0
"6212","omp","withoutIO","seahorse",2,16,0,0.001,0
"6213","omp","withoutIO","seahorse",2,16,0,0.001,0
"6214","omp","withoutIO","seahorse",2,16,0,0.001,0
"6215","omp","withoutIO","seahorse",2,16,0,0.001,0
"6216","omp","withoutIO","seahorse",2,16,0,0.001,0
"6217","omp","withoutIO","seahorse",2,16,0,0.001,0
"6218","omp","withoutIO","seahorse",2,16,0,0.001,0
"6219","omp","withoutIO","seahorse",2,16,0,0.001,0
"6220","omp","withoutIO","seahorse",2,16,0,0.001,0
"6221","omp","withoutIO","seahorse",2,32,0,0.002,0
"6222","omp","withoutIO","seahorse",2,32,0,0.002,0
"6223","omp","withoutIO","seahorse",2,32,0,0.002,0
"6224","omp","withoutIO","seahorse",2,32,0,0.002,0
"6225","omp","withoutIO","seahorse",2,32,0,0.002,0
"6226","omp","withoutIO","seahorse",2,32,0,0.002,0
"6227","omp","withoutIO","seahorse",2,32,0,0.002,0
"6228","omp","withoutIO","seahorse",2,32,0,0.002,0
"6229","omp","withoutIO","seahorse",2,32,0,0.002,0
"6230","omp","withoutIO","seahorse",2,32,0,0.002,0
"6231","omp","withoutIO","seahorse",2,32,0,0.002,0
"6232","omp","withoutIO","seahorse",2,32,0,0.002,0
"6233","omp","withoutIO","seahorse",2,32,0,0.002,0
"6234","omp","withoutIO","seahorse",2,32,0,0.002,0
"6235","omp","withoutIO","seahorse",2,32,0,0.002,0
"6236","omp","withoutIO","seahorse",2,32,0,0.002,0
"6237","omp","withoutIO","seahorse",2,32,0,0.002,0
"6238","omp","withoutIO","seahorse",2,32,0,0.002,0
"6239","omp","withoutIO","seahorse",2,32,0,0.002,0
"6240","omp","withoutIO","seahorse",2,32,0,0.002,0
"6241","omp","withoutIO","seahorse",2,64,0.004,0.004,0
"6242","omp","withoutIO","seahorse",2,64,0.004,0.004,0
"6243","omp","withoutIO","seahorse",2,64,0.004,0.004,0
"6244","omp","withoutIO","seahorse",2,64,0.004,0.004,0
"6245","omp","withoutIO","seahorse",2,64,0,0.004,0.004
"6246","omp","withoutIO","seahorse",2,64,0.004,0.004,0
"6247","omp","withoutIO","seahorse",2,64,0.004,0.004,0
"6248","omp","withoutIO","seahorse",2,64,0.004,0.004,0
"6249","omp","withoutIO","seahorse",2,64,0.004,0.004,0
"6250","omp","withoutIO","seahorse",2,64,0.004,0.004,0
"6251","omp","withoutIO","seahorse",2,64,0.004,0.004,0
"6252","omp","withoutIO","seahorse",2,64,0,0.004,0.004
"6253","omp","withoutIO","seahorse",2,64,0.004,0.004,0
"6254","omp","withoutIO","seahorse",2,64,0.004,0.004,0
"6255","omp","withoutIO","seahorse",2,64,0.004,0.004,0
"6256","omp","withoutIO","seahorse",2,64,0.004,0.004,0
"6257","omp","withoutIO","seahorse",2,64,0.004,0.004,0
"6258","omp","withoutIO","seahorse",2,64,0.004,0.004,0
"6259","omp","withoutIO","seahorse",2,64,0.004,0.004,0
"6260","omp","withoutIO","seahorse",2,64,0.004,0.004,0
"6261","omp","withoutIO","seahorse",2,128,0.024,0.013,0
"6262","omp","withoutIO","seahorse",2,128,0.024,0.014,0
"6263","omp","withoutIO","seahorse",2,128,0.024,0.014,0
"6264","omp","withoutIO","seahorse",2,128,0.024,0.014,0
"6265","omp","withoutIO","seahorse",2,128,0.024,0.014,0
"6266","omp","withoutIO","seahorse",2,128,0.024,0.014,0
"6267","omp","withoutIO","seahorse",2,128,0.024,0.014,0
"6268","omp","withoutIO","seahorse",2,128,0.024,0.014,0
"6269","omp","withoutIO","seahorse",2,128,0.024,0.014,0
"6270","omp","withoutIO","seahorse",2,128,0.024,0.014,0
"6271","omp","withoutIO","seahorse",2,128,0.024,0.014,0
"6272","omp","withoutIO","seahorse",2,128,0.024,0.014,0
"6273","omp","withoutIO","seahorse",2,128,0.024,0.014,0
"6274","omp","withoutIO","seahorse",2,128,0.024,0.013,0
"6275","omp","withoutIO","seahorse",2,128,0.024,0.014,0
"6276","omp","withoutIO","seahorse",2,128,0.024,0.013,0
"6277","omp","withoutIO","seahorse",2,128,0.024,0.014,0
"6278","omp","withoutIO","seahorse",2,128,0.024,0.014,0
"6279","omp","withoutIO","seahorse",2,128,0.024,0.014,0
"6280","omp","withoutIO","seahorse",2,128,0.024,0.014,0
"6281","omp","withoutIO","seahorse",2,256,0.1,0.051,0
"6282","omp","withoutIO","seahorse",2,256,0.104,0.054,0
"6283","omp","withoutIO","seahorse",2,256,0.1,0.051,0
"6284","omp","withoutIO","seahorse",2,256,0.1,0.051,0
"6285","omp","withoutIO","seahorse",2,256,0.1,0.051,0
"6286","omp","withoutIO","seahorse",2,256,0.1,0.051,0
"6287","omp","withoutIO","seahorse",2,256,0.1,0.051,0
"6288","omp","withoutIO","seahorse",2,256,0.1,0.051,0
"6289","omp","withoutIO","seahorse",2,256,0.1,0.051,0
"6290","omp","withoutIO","seahorse",2,256,0.1,0.051,0
"6291","omp","withoutIO","seahorse",2,256,0.1,0.051,0
"6292","omp","withoutIO","seahorse",2,256,0.1,0.051,0
"6293","omp","withoutIO","seahorse",2,256,0.096,0.053,0.008
"6294","omp","withoutIO","seahorse",2,256,0.1,0.051,0
"6295","omp","withoutIO","seahorse",2,256,0.1,0.051,0
"6296","omp","withoutIO","seahorse",2,256,0.1,0.051,0
"6297","omp","withoutIO","seahorse",2,256,0.1,0.051,0
"6298","omp","withoutIO","seahorse",2,256,0.096,0.051,0.004
"6299","omp","withoutIO","seahorse",2,256,0.1,0.051,0
"6300","omp","withoutIO","seahorse",2,256,0.1,0.051,0
"6301","omp","withoutIO","seahorse",2,512,0.4,0.201,0
"6302","omp","withoutIO","seahorse",2,512,0.396,0.2,0
"6303","omp","withoutIO","seahorse",2,512,0.408,0.206,0
"6304","omp","withoutIO","seahorse",2,512,0.396,0.2,0
"6305","omp","withoutIO","seahorse",2,512,0.416,0.212,0.004
"6306","omp","withoutIO","seahorse",2,512,0.404,0.203,0
"6307","omp","withoutIO","seahorse",2,512,0.4,0.201,0
"6308","omp","withoutIO","seahorse",2,512,0.4,0.201,0
"6309","omp","withoutIO","seahorse",2,512,0.404,0.203,0
"6310","omp","withoutIO","seahorse",2,512,0.4,0.201,0
"6311","omp","withoutIO","seahorse",2,512,0.4,0.202,0
"6312","omp","withoutIO","seahorse",2,512,0.404,0.204,0
"6313","omp","withoutIO","seahorse",2,512,0.404,0.203,0
"6314","omp","withoutIO","seahorse",2,512,0.4,0.202,0
"6315","omp","withoutIO","seahorse",2,512,0.4,0.202,0
"6316","omp","withoutIO","seahorse",2,512,0.4,0.201,0
"6317","omp","withoutIO","seahorse",2,512,0.396,0.202,0.004
"6318","omp","withoutIO","seahorse",2,512,0.4,0.201,0
"6319","omp","withoutIO","seahorse",2,512,0.4,0.201,0
"6320","omp","withoutIO","seahorse",2,512,0.396,0.199,0
"6321","omp","withoutIO","seahorse",2,1024,1.6,0.801,0
"6322","omp","withoutIO","seahorse",2,1024,1.588,0.796,0
"6323","omp","withoutIO","seahorse",2,1024,1.596,0.799,0
"6324","omp","withoutIO","seahorse",2,1024,1.592,0.798,0
"6325","omp","withoutIO","seahorse",2,1024,1.604,0.804,0
"6326","omp","withoutIO","seahorse",2,1024,1.592,0.798,0
"6327","omp","withoutIO","seahorse",2,1024,1.604,0.803,0
"6328","omp","withoutIO","seahorse",2,1024,1.592,0.798,0
"6329","omp","withoutIO","seahorse",2,1024,1.596,0.8,0
"6330","omp","withoutIO","seahorse",2,1024,1.592,0.797,0
"6331","omp","withoutIO","seahorse",2,1024,1.596,0.799,0
"6332","omp","withoutIO","seahorse",2,1024,1.616,0.809,0
"6333","omp","withoutIO","seahorse",2,1024,1.608,0.806,0
"6334","omp","withoutIO","seahorse",2,1024,1.592,0.797,0
"6335","omp","withoutIO","seahorse",2,1024,1.588,0.795,0
"6336","omp","withoutIO","seahorse",2,1024,1.616,0.81,0
"6337","omp","withoutIO","seahorse",2,1024,1.62,0.811,0
"6338","omp","withoutIO","seahorse",2,1024,1.62,0.812,0
"6339","omp","withoutIO","seahorse",2,1024,1.604,0.803,0
"6340","omp","withoutIO","seahorse",2,1024,1.624,0.813,0
"6341","omp","withoutIO","seahorse",2,2048,6.38,3.192,0
"6342","omp","withoutIO","seahorse",2,2048,6.38,3.193,0
"6343","omp","withoutIO","seahorse",2,2048,6.392,3.198,0
"6344","omp","withoutIO","seahorse",2,2048,6.38,3.191,0
"6345","omp","withoutIO","seahorse",2,2048,6.376,3.19,0
"6346","omp","withoutIO","seahorse",2,2048,6.42,3.212,0
"6347","omp","withoutIO","seahorse",2,2048,6.44,3.223,0
"6348","omp","withoutIO","seahorse",2,2048,6.424,3.215,0
"6349","omp","withoutIO","seahorse",2,2048,6.416,3.21,0
"6350","omp","withoutIO","seahorse",2,2048,6.444,3.223,0
"6351","omp","withoutIO","seahorse",2,2048,6.376,3.19,0
"6352","omp","withoutIO","seahorse",2,2048,6.36,3.182,0
"6353","omp","withoutIO","seahorse",2,2048,6.448,3.226,0
"6354","omp","withoutIO","seahorse",2,2048,6.42,3.212,0
"6355","omp","withoutIO","seahorse",2,2048,6.404,3.203,0
"6356","omp","withoutIO","seahorse",2,2048,6.376,3.19,0
"6357","omp","withoutIO","seahorse",2,2048,6.404,3.204,0
"6358","omp","withoutIO","seahorse",2,2048,6.392,3.198,0
"6359","omp","withoutIO","seahorse",2,2048,6.388,3.197,0
"6360","omp","withoutIO","seahorse",2,2048,6.444,3.224,0
"6361","omp","withoutIO","seahorse",2,4096,25.708,12.856,0
"6362","omp","withoutIO","seahorse",2,4096,25.464,12.736,0
"6363","omp","withoutIO","seahorse",2,4096,25.48,12.743,0
"6364","omp","withoutIO","seahorse",2,4096,25.52,12.762,0
"6365","omp","withoutIO","seahorse",2,4096,25.448,12.727,0
"6366","omp","withoutIO","seahorse",2,4096,25.452,12.728,0
"6367","omp","withoutIO","seahorse",2,4096,25.512,12.757,0
"6368","omp","withoutIO","seahorse",2,4096,25.432,12.718,0
"6369","omp","withoutIO","seahorse",2,4096,25.472,12.738,0
"6370","omp","withoutIO","seahorse",2,4096,25.524,12.764,0
"6371","omp","withoutIO","seahorse",2,4096,25.596,12.8,0
"6372","omp","withoutIO","seahorse",2,4096,25.564,12.783,0
"6373","omp","withoutIO","seahorse",2,4096,25.572,12.789,0
"6374","omp","withoutIO","seahorse",2,4096,25.572,12.788,0
"6375","omp","withoutIO","seahorse",2,4096,25.544,12.776,0.004
"6376","omp","withoutIO","seahorse",2,4096,25.564,12.784,0
"6377","omp","withoutIO","seahorse",2,4096,25.804,12.905,0
"6378","omp","withoutIO","seahorse",2,4096,25.776,12.891,0
"6379","omp","withoutIO","seahorse",2,4096,25.572,12.79,0
"6380","omp","withoutIO","seahorse",2,4096,25.756,12.88,0
"6381","omp","withoutIO","seahorse",2,8192,102.988,51.498,0
"6382","omp","withoutIO","seahorse",2,8192,102.636,51.324,0
"6383","omp","withoutIO","seahorse",2,8192,103.044,51.526,0
"6384","omp","withoutIO","seahorse",2,8192,103.116,51.56,0
"6385","omp","withoutIO","seahorse",2,8192,103.232,51.621,0
"6386","omp","withoutIO","seahorse",2,8192,103.12,51.566,0
"6387","omp","withoutIO","seahorse",2,8192,103.032,51.521,0
"6388","omp","withoutIO","seahorse",2,8192,102.804,51.405,0
"6389","omp","withoutIO","seahorse",2,8192,102.896,51.451,0
"6390","omp","withoutIO","seahorse",2,8192,101.98,50.994,0
"6391","omp","withoutIO","seahorse",2,8192,102.452,51.232,0
"6392","omp","withoutIO","seahorse",2,8192,102.296,51.154,0
"6393","omp","withoutIO","seahorse",2,8192,102.012,51.011,0
"6394","omp","withoutIO","seahorse",2,8192,102.452,51.233,0
"6395","omp","withoutIO","seahorse",2,8192,102.156,51.082,0
"6396","omp","withoutIO","seahorse",2,8192,102.128,51.067,0
"6397","omp","withoutIO","seahorse",2,8192,102.04,51.025,0
"6398","omp","withoutIO","seahorse",2,8192,102.22,51.168,0.1
"6399","omp","withoutIO","seahorse",2,8192,102.336,51.173,0
"6400","omp","withoutIO","seahorse",2,8192,102.78,51.397,0
"6401","omp","withoutIO","seahorse",4,16,0,0.001,0
"6402","omp","withoutIO","seahorse",4,16,0,0.001,0
"6403","omp","withoutIO","seahorse",4,16,0,0.001,0
"6404","omp","withoutIO","seahorse",4,16,0,0.001,0
"6405","omp","withoutIO","seahorse",4,16,0,0.001,0
"6406","omp","withoutIO","seahorse",4,16,0,0.001,0
"6407","omp","withoutIO","seahorse",4,16,0,0.001,0
"6408","omp","withoutIO","seahorse",4,16,0,0.001,0
"6409","omp","withoutIO","seahorse",4,16,0,0.001,0
"6410","omp","withoutIO","seahorse",4,16,0,0.001,0
"6411","omp","withoutIO","seahorse",4,16,0,0.001,0
"6412","omp","withoutIO","seahorse",4,16,0,0.001,0
"6413","omp","withoutIO","seahorse",4,16,0,0.001,0
"6414","omp","withoutIO","seahorse",4,16,0,0.001,0
"6415","omp","withoutIO","seahorse",4,16,0,0.001,0
"6416","omp","withoutIO","seahorse",4,16,0,0.001,0
"6417","omp","withoutIO","seahorse",4,16,0,0.001,0
"6418","omp","withoutIO","seahorse",4,16,0,0.001,0
"6419","omp","withoutIO","seahorse",4,16,0,0.001,0
"6420","omp","withoutIO","seahorse",4,16,0,0.001,0
"6421","omp","withoutIO","seahorse",4,32,0,0.001,0
"6422","omp","withoutIO","seahorse",4,32,0,0.001,0
"6423","omp","withoutIO","seahorse",4,32,0,0.001,0
"6424","omp","withoutIO","seahorse",4,32,0,0.001,0
"6425","omp","withoutIO","seahorse",4,32,0,0.001,0
"6426","omp","withoutIO","seahorse",4,32,0,0.001,0
"6427","omp","withoutIO","seahorse",4,32,0,0.001,0
"6428","omp","withoutIO","seahorse",4,32,0,0.001,0
"6429","omp","withoutIO","seahorse",4,32,0,0.001,0
"6430","omp","withoutIO","seahorse",4,32,0,0.001,0
"6431","omp","withoutIO","seahorse",4,32,0,0.001,0
"6432","omp","withoutIO","seahorse",4,32,0,0.001,0
"6433","omp","withoutIO","seahorse",4,32,0,0.001,0
"6434","omp","withoutIO","seahorse",4,32,0,0.001,0
"6435","omp","withoutIO","seahorse",4,32,0,0.001,0
"6436","omp","withoutIO","seahorse",4,32,0,0.001,0
"6437","omp","withoutIO","seahorse",4,32,0,0.001,0
"6438","omp","withoutIO","seahorse",4,32,0,0.001,0
"6439","omp","withoutIO","seahorse",4,32,0,0.001,0
"6440","omp","withoutIO","seahorse",4,32,0,0.001,0
"6441","omp","withoutIO","seahorse",4,64,0,0.003,0.004
"6442","omp","withoutIO","seahorse",4,64,0,0.003,0.004
"6443","omp","withoutIO","seahorse",4,64,0,0.003,0.004
"6444","omp","withoutIO","seahorse",4,64,0.004,0.003,0
"6445","omp","withoutIO","seahorse",4,64,0.004,0.003,0
"6446","omp","withoutIO","seahorse",4,64,0.004,0.003,0
"6447","omp","withoutIO","seahorse",4,64,0.004,0.003,0
"6448","omp","withoutIO","seahorse",4,64,0.004,0.003,0
"6449","omp","withoutIO","seahorse",4,64,0.008,0.003,0
"6450","omp","withoutIO","seahorse",4,64,0.004,0.003,0
"6451","omp","withoutIO","seahorse",4,64,0.004,0.003,0
"6452","omp","withoutIO","seahorse",4,64,0.004,0.003,0
"6453","omp","withoutIO","seahorse",4,64,0.004,0.003,0
"6454","omp","withoutIO","seahorse",4,64,0.004,0.003,0
"6455","omp","withoutIO","seahorse",4,64,0.004,0.003,0
"6456","omp","withoutIO","seahorse",4,64,0.004,0.003,0
"6457","omp","withoutIO","seahorse",4,64,0.004,0.003,0
"6458","omp","withoutIO","seahorse",4,64,0.004,0.003,0
"6459","omp","withoutIO","seahorse",4,64,0.008,0.003,0
"6460","omp","withoutIO","seahorse",4,64,0.004,0.003,0
"6461","omp","withoutIO","seahorse",4,128,0.02,0.007,0.004
"6462","omp","withoutIO","seahorse",4,128,0.024,0.008,0
"6463","omp","withoutIO","seahorse",4,128,0.024,0.008,0
"6464","omp","withoutIO","seahorse",4,128,0.024,0.008,0
"6465","omp","withoutIO","seahorse",4,128,0.024,0.007,0
"6466","omp","withoutIO","seahorse",4,128,0.024,0.008,0
"6467","omp","withoutIO","seahorse",4,128,0.024,0.008,0
"6468","omp","withoutIO","seahorse",4,128,0.024,0.007,0
"6469","omp","withoutIO","seahorse",4,128,0.024,0.007,0
"6470","omp","withoutIO","seahorse",4,128,0.024,0.007,0
"6471","omp","withoutIO","seahorse",4,128,0.024,0.008,0
"6472","omp","withoutIO","seahorse",4,128,0.024,0.007,0
"6473","omp","withoutIO","seahorse",4,128,0.024,0.007,0
"6474","omp","withoutIO","seahorse",4,128,0.02,0.007,0.004
"6475","omp","withoutIO","seahorse",4,128,0.024,0.008,0
"6476","omp","withoutIO","seahorse",4,128,0.024,0.008,0
"6477","omp","withoutIO","seahorse",4,128,0.024,0.007,0
"6478","omp","withoutIO","seahorse",4,128,0.024,0.007,0
"6479","omp","withoutIO","seahorse",4,128,0.02,0.007,0.004
"6480","omp","withoutIO","seahorse",4,128,0.024,0.007,0
"6481","omp","withoutIO","seahorse",4,256,0.1,0.026,0
"6482","omp","withoutIO","seahorse",4,256,0.1,0.026,0
"6483","omp","withoutIO","seahorse",4,256,0.096,0.026,0.004
"6484","omp","withoutIO","seahorse",4,256,0.1,0.026,0
"6485","omp","withoutIO","seahorse",4,256,0.1,0.027,0
"6486","omp","withoutIO","seahorse",4,256,0.1,0.026,0
"6487","omp","withoutIO","seahorse",4,256,0.1,0.026,0
"6488","omp","withoutIO","seahorse",4,256,0.1,0.026,0
"6489","omp","withoutIO","seahorse",4,256,0.1,0.026,0
"6490","omp","withoutIO","seahorse",4,256,0.1,0.027,0
"6491","omp","withoutIO","seahorse",4,256,0.1,0.027,0
"6492","omp","withoutIO","seahorse",4,256,0.1,0.027,0
"6493","omp","withoutIO","seahorse",4,256,0.1,0.026,0
"6494","omp","withoutIO","seahorse",4,256,0.1,0.027,0
"6495","omp","withoutIO","seahorse",4,256,0.1,0.027,0
"6496","omp","withoutIO","seahorse",4,256,0.1,0.027,0
"6497","omp","withoutIO","seahorse",4,256,0.1,0.027,0
"6498","omp","withoutIO","seahorse",4,256,0.1,0.027,0
"6499","omp","withoutIO","seahorse",4,256,0.1,0.027,0
"6500","omp","withoutIO","seahorse",4,256,0.1,0.027,0
"6501","omp","withoutIO","seahorse",4,512,0.404,0.103,0.004
"6502","omp","withoutIO","seahorse",4,512,0.4,0.101,0
"6503","omp","withoutIO","seahorse",4,512,0.4,0.102,0
"6504","omp","withoutIO","seahorse",4,512,0.408,0.104,0
"6505","omp","withoutIO","seahorse",4,512,0.4,0.101,0
"6506","omp","withoutIO","seahorse",4,512,0.396,0.101,0
"6507","omp","withoutIO","seahorse",4,512,0.4,0.102,0
"6508","omp","withoutIO","seahorse",4,512,0.4,0.101,0
"6509","omp","withoutIO","seahorse",4,512,0.404,0.102,0
"6510","omp","withoutIO","seahorse",4,512,0.4,0.102,0
"6511","omp","withoutIO","seahorse",4,512,0.4,0.102,0
"6512","omp","withoutIO","seahorse",4,512,0.404,0.102,0
"6513","omp","withoutIO","seahorse",4,512,0.412,0.104,0
"6514","omp","withoutIO","seahorse",4,512,0.404,0.102,0
"6515","omp","withoutIO","seahorse",4,512,0.408,0.103,0
"6516","omp","withoutIO","seahorse",4,512,0.4,0.101,0
"6517","omp","withoutIO","seahorse",4,512,0.4,0.102,0
"6518","omp","withoutIO","seahorse",4,512,0.4,0.101,0
"6519","omp","withoutIO","seahorse",4,512,0.4,0.101,0
"6520","omp","withoutIO","seahorse",4,512,0.404,0.103,0
"6521","omp","withoutIO","seahorse",4,1024,1.588,0.399,0
"6522","omp","withoutIO","seahorse",4,1024,1.592,0.4,0
"6523","omp","withoutIO","seahorse",4,1024,1.604,0.402,0
"6524","omp","withoutIO","seahorse",4,1024,1.6,0.401,0
"6525","omp","withoutIO","seahorse",4,1024,1.604,0.403,0
"6526","omp","withoutIO","seahorse",4,1024,1.584,0.399,0.004
"6527","omp","withoutIO","seahorse",4,1024,1.6,0.402,0
"6528","omp","withoutIO","seahorse",4,1024,1.604,0.404,0.004
"6529","omp","withoutIO","seahorse",4,1024,1.588,0.398,0
"6530","omp","withoutIO","seahorse",4,1024,1.592,0.401,0.004
"6531","omp","withoutIO","seahorse",4,1024,1.604,0.402,0
"6532","omp","withoutIO","seahorse",4,1024,1.596,0.401,0
"6533","omp","withoutIO","seahorse",4,1024,1.6,0.402,0
"6534","omp","withoutIO","seahorse",4,1024,1.592,0.401,0.004
"6535","omp","withoutIO","seahorse",4,1024,1.592,0.4,0
"6536","omp","withoutIO","seahorse",4,1024,1.596,0.4,0
"6537","omp","withoutIO","seahorse",4,1024,1.592,0.4,0.004
"6538","omp","withoutIO","seahorse",4,1024,1.588,0.398,0
"6539","omp","withoutIO","seahorse",4,1024,1.604,0.403,0
"6540","omp","withoutIO","seahorse",4,1024,1.596,0.4,0
"6541","omp","withoutIO","seahorse",4,2048,6.396,1.6,0
"6542","omp","withoutIO","seahorse",4,2048,6.392,1.6,0
"6543","omp","withoutIO","seahorse",4,2048,6.38,1.597,0
"6544","omp","withoutIO","seahorse",4,2048,6.38,1.597,0
"6545","omp","withoutIO","seahorse",4,2048,6.384,1.597,0
"6546","omp","withoutIO","seahorse",4,2048,6.412,1.605,0
"6547","omp","withoutIO","seahorse",4,2048,6.412,1.605,0
"6548","omp","withoutIO","seahorse",4,2048,6.404,1.603,0.004
"6549","omp","withoutIO","seahorse",4,2048,6.444,1.612,0
"6550","omp","withoutIO","seahorse",4,2048,6.428,1.609,0
"6551","omp","withoutIO","seahorse",4,2048,6.424,1.608,0
"6552","omp","withoutIO","seahorse",4,2048,6.4,1.601,0
"6553","omp","withoutIO","seahorse",4,2048,6.4,1.602,0
"6554","omp","withoutIO","seahorse",4,2048,6.432,1.609,0
"6555","omp","withoutIO","seahorse",4,2048,6.388,1.601,0.008
"6556","omp","withoutIO","seahorse",4,2048,6.376,1.595,0
"6557","omp","withoutIO","seahorse",4,2048,6.392,1.599,0
"6558","omp","withoutIO","seahorse",4,2048,6.396,1.601,0
"6559","omp","withoutIO","seahorse",4,2048,6.392,1.599,0
"6560","omp","withoutIO","seahorse",4,2048,6.38,1.597,0
"6561","omp","withoutIO","seahorse",4,4096,25.476,6.373,0.008
"6562","omp","withoutIO","seahorse",4,4096,25.444,6.363,0
"6563","omp","withoutIO","seahorse",4,4096,25.604,6.403,0
"6564","omp","withoutIO","seahorse",4,4096,25.728,6.435,0
"6565","omp","withoutIO","seahorse",4,4096,25.496,6.376,0
"6566","omp","withoutIO","seahorse",4,4096,25.568,6.395,0
"6567","omp","withoutIO","seahorse",4,4096,25.632,6.411,0
"6568","omp","withoutIO","seahorse",4,4096,25.784,6.449,0.004
"6569","omp","withoutIO","seahorse",4,4096,25.648,6.414,0
"6570","omp","withoutIO","seahorse",4,4096,25.62,6.407,0
"6571","omp","withoutIO","seahorse",4,4096,25.7,6.427,0
"6572","omp","withoutIO","seahorse",4,4096,25.544,6.389,0
"6573","omp","withoutIO","seahorse",4,4096,25.536,6.385,0
"6574","omp","withoutIO","seahorse",4,4096,25.544,6.389,0
"6575","omp","withoutIO","seahorse",4,4096,25.716,6.431,0
